,arrival_date,label,revenue
0,2015-07-01,2.0,20311.186621487224
1,2015-07-02,1.0,16530.64527655626
2,2015-07-03,1.0,12966.714163965145
3,2015-07-04,1.0,17480.654256395064
4,2015-07-05,1.0,19591.458477872922
5,2015-07-06,2.0,21441.591688269396
6,2015-07-07,1.0,10930.818639041861
7,2015-07-08,1.0,12148.62265110177
8,2015-07-09,1.0,10274.330081330403
9,2015-07-10,2.0,23705.82834330749
10,2015-07-11,2.0,27216.100985806654
11,2015-07-12,2.0,22639.35050534954
12,2015-07-13,2.0,20809.522842088558
13,2015-07-14,1.0,15760.514650828876
14,2015-07-15,1.0,12779.152461695016
15,2015-07-16,2.0,24603.23136796614
16,2015-07-17,3.0,35427.85498972696
17,2015-07-18,3.0,37014.80697211941
18,2015-07-19,2.0,20388.25535229562
19,2015-07-20,3.0,36553.06021588758
20,2015-07-21,1.0,15595.747583205817
21,2015-07-22,1.0,11770.801310812767
22,2015-07-23,2.0,20703.367788638607
23,2015-07-24,2.0,29244.41701814653
24,2015-07-25,3.0,38455.3770356743
25,2015-07-26,2.0,24547.049655372877
26,2015-07-27,3.0,32740.541391664407
27,2015-07-28,1.0,10592.904345709625
28,2015-07-29,1.0,13586.897246127914
29,2015-07-30,2.0,21683.680859939035
30,2015-07-31,2.0,21995.142119564356
31,2015-08-01,5.0,56063.34636191028
32,2015-08-02,3.0,34373.7072320263
33,2015-08-03,3.0,39216.17410731946
34,2015-08-04,2.0,21667.1238146444
35,2015-08-05,2.0,20127.66903681461
36,2015-08-06,1.0,18103.36386570396
37,2015-08-07,2.0,27375.02060707519
38,2015-08-08,4.0,45576.44264591417
39,2015-08-09,3.0,38533.62310982913
40,2015-08-10,6.0,61565.40665298722
41,2015-08-11,3.0,30231.30542399514
42,2015-08-12,1.0,18156.516874513676
43,2015-08-13,2.0,25411.05557899987
44,2015-08-14,4.0,44756.70441327587
45,2015-08-15,5.0,57467.68830448066
46,2015-08-16,4.0,43211.29006118145
47,2015-08-17,5.0,52351.728160194965
48,2015-08-18,3.0,31621.367862933137
49,2015-08-19,2.0,21525.465696222436
50,2015-08-20,2.0,25384.35786252221
51,2015-08-21,3.0,34922.43985157718
52,2015-08-22,5.0,55828.07877705886
53,2015-08-23,4.0,41304.86127629634
54,2015-08-24,3.0,32840.34524860759
55,2015-08-25,2.0,22720.482327616544
56,2015-08-26,1.0,15190.620579302558
57,2015-08-27,1.0,17194.888687753475
58,2015-08-28,2.0,23928.31690629207
59,2015-08-29,3.0,38179.15697377861
60,2015-08-30,2.0,22212.566387814346
61,2015-08-31,2.0,27539.892477099118
62,2015-09-01,3.0,32384.297255097117
63,2015-09-02,1.0,18347.807054051413
64,2015-09-03,2.0,27024.96103429047
65,2015-09-04,3.0,38389.14506161273
66,2015-09-05,3.0,33333.598855540025
67,2015-09-06,4.0,49654.8719335249
68,2015-09-07,3.0,38682.991533971355
69,2015-09-08,2.0,21547.47166939155
70,2015-09-09,2.0,29085.881777854065
71,2015-09-10,2.0,22049.96471854014
72,2015-09-11,2.0,24300.713686313138
73,2015-09-12,2.0,29244.090433206933
74,2015-09-13,2.0,24100.12624768711
75,2015-09-14,3.0,30857.466245436026
76,2015-09-15,2.0,22274.47293923934
77,2015-09-16,2.0,24921.358930889433
78,2015-09-17,2.0,27880.26338709299
79,2015-09-18,3.0,32960.37344616042
80,2015-09-19,4.0,42005.22027187576
81,2015-09-20,3.0,32589.66228575313
82,2015-09-21,3.0,36578.05260832585
83,2015-09-22,2.0,22464.941979415285
84,2015-09-23,3.0,36414.75062545088
85,2015-09-24,2.0,25263.745695542297
86,2015-09-25,9.0,95364.35669256675
87,2015-09-26,3.0,37017.844137073036
88,2015-09-27,1.0,19342.48250627867
89,2015-09-28,2.0,20698.406517082767
90,2015-09-29,1.0,13113.854901452669
91,2015-09-30,1.0,18953.552262937956
92,2015-10-01,2.0,24218.035752881406
93,2015-10-02,3.0,37311.23021016217
94,2015-10-03,1.0,16518.297751002017
95,2015-10-04,3.0,34147.11381873165
96,2015-10-05,2.0,28061.105139885753
97,2015-10-06,2.0,27096.777292977607
98,2015-10-07,2.0,26187.263659301254
99,2015-10-08,1.0,13826.550421198282
100,2015-10-09,3.0,30166.934730781126
101,2015-10-10,2.0,23071.412685792522
102,2015-10-11,1.0,16959.715015201335
103,2015-10-12,3.0,32983.67447315557
104,2015-10-13,1.0,17185.269796203644
105,2015-10-14,1.0,10714.44077527489
106,2015-10-15,2.0,28044.68180226048
107,2015-10-16,2.0,26298.888208980356
108,2015-10-17,1.0,12347.192483410561
109,2015-10-18,3.0,32363.364691420058
110,2015-10-19,4.0,42844.31559726249
111,2015-10-20,2.0,22136.060040865916
112,2015-10-21,1.0,15542.3085895526
113,2015-10-22,1.0,17380.8450381249
114,2015-10-23,2.0,21025.323553372655
115,2015-10-24,1.0,17515.964343783948
116,2015-10-25,4.0,42398.765577082
117,2015-10-26,1.0,16775.03445301138
118,2015-10-27,0.0,7235.040152695805
119,2015-10-28,2.0,28877.186461243968
120,2015-10-29,1.0,10354.585112746427
121,2015-10-30,0.0,9708.883835391502
122,2015-10-31,1.0,13257.65036807644
123,2015-11-01,1.0,11593.507499333175
124,2015-11-02,1.0,12553.450886199831
125,2015-11-03,0.0,8196.69136325106
126,2015-11-04,0.0,7904.533786787559
127,2015-11-05,0.0,9720.225487903928
128,2015-11-06,1.0,15824.930423600636
129,2015-11-07,1.0,15827.556813831492
130,2015-11-08,1.0,11859.700079319146
131,2015-11-09,0.0,8153.508753484562
132,2015-11-10,0.0,6111.632030674511
133,2015-11-11,0.0,7011.926693124839
134,2015-11-12,0.0,6836.8192969796555
135,2015-11-13,0.0,3824.5493541235587
136,2015-11-14,0.0,6137.953449244659
137,2015-11-15,0.0,4501.4617655421425
138,2015-11-16,0.0,6898.15095491993
139,2015-11-17,0.0,7497.349887372926
140,2015-11-18,2.0,26146.872399260414
141,2015-11-19,0.0,5141.427293799971
142,2015-11-20,1.0,19546.269101613267
143,2015-11-21,0.0,7079.294668956931
144,2015-11-22,0.0,9202.443920406675
145,2015-11-23,2.0,28219.1321521923
146,2015-11-24,0.0,7344.8789457261755
147,2015-11-25,0.0,4079.4936342776446
148,2015-11-26,0.0,5357.860540476571
149,2015-11-27,1.0,14635.395526568564
150,2015-11-28,0.0,4768.00827780232
151,2015-11-29,0.0,3292.7640640260393
152,2015-11-30,0.0,6495.086549164252
153,2015-12-01,0.0,3546.278032580973
154,2015-12-02,0.0,4658.168658560826
155,2015-12-03,0.0,8817.46565837568
156,2015-12-04,2.0,20498.324151540528
157,2015-12-05,6.0,60522.36150167989
158,2015-12-06,0.0,8416.906880312306
159,2015-12-07,0.0,1827.7796889397182
160,2015-12-08,0.0,2762.6259875237897
161,2015-12-09,0.0,7247.421477468355
162,2015-12-10,0.0,4178.473804880114
163,2015-12-11,0.0,4209.6403149837215
164,2015-12-12,0.0,5531.74009374486
165,2015-12-13,0.0,2588.2632303958476
166,2015-12-14,0.0,3686.7266717852726
167,2015-12-15,0.0,2248.2075194698523
168,2015-12-16,0.0,3705.396056041564
169,2015-12-17,0.0,5761.670287971374
170,2015-12-18,0.0,5571.879934597282
171,2015-12-19,0.0,8223.991474483915
172,2015-12-20,0.0,5363.347749181739
173,2015-12-21,0.0,5868.386149130676
174,2015-12-22,0.0,9863.963504462617
175,2015-12-23,1.0,15923.985148870548
176,2015-12-24,0.0,9867.919170816465
177,2015-12-25,0.0,7280.643625492454
178,2015-12-26,2.0,23167.660317000827
179,2015-12-27,2.0,24989.321230492857
180,2015-12-28,1.0,18395.755064405894
181,2015-12-29,2.0,23682.75802595571
182,2015-12-30,6.0,60522.35381189843
183,2015-12-31,2.0,24168.03278012548
184,2016-01-01,0.0,8082.217711295141
185,2016-01-02,2.0,29360.982635338274
186,2016-01-03,0.0,7383.062235857613
187,2016-01-04,1.0,12574.068684656917
188,2016-01-05,0.0,3769.538204042921
189,2016-01-06,0.0,4795.520158924949
190,2016-01-07,0.0,5884.385213914432
191,2016-01-08,0.0,7784.05976173498
192,2016-01-09,0.0,5834.527645605109
193,2016-01-10,0.0,9842.64912604818
194,2016-01-11,0.0,4800.540598617526
195,2016-01-12,0.0,4974.324073441254
196,2016-01-13,0.0,4082.985539400608
197,2016-01-14,0.0,7481.715033274493
198,2016-01-15,1.0,11875.907458051737
199,2016-01-16,0.0,7140.154910249511
200,2016-01-17,0.0,4476.761735397908
201,2016-01-18,0.0,6385.150098159676
202,2016-01-19,1.0,13854.152831866362
203,2016-01-20,0.0,5578.534285318301
204,2016-01-21,0.0,8198.154900478952
205,2016-01-22,0.0,5887.4977191059415
206,2016-01-23,0.0,6616.609043173838
207,2016-01-24,0.0,7372.618406344857
208,2016-01-25,0.0,8510.782282820235
209,2016-01-26,0.0,183.35630398510577
210,2016-01-27,0.0,7871.115192404705
211,2016-01-28,0.0,8984.607765529941
212,2016-01-29,1.0,10136.212971949979
213,2016-01-30,0.0,7264.573008156426
214,2016-01-31,0.0,6734.219554012429
215,2016-02-01,0.0,6877.177222628982
216,2016-02-02,0.0,4126.050150437042
217,2016-02-03,1.0,10734.189581862795
218,2016-02-04,1.0,12127.80242870189
219,2016-02-05,1.0,17446.035155888007
220,2016-02-06,3.0,35423.08197714278
221,2016-02-07,2.0,23430.707328724275
222,2016-02-08,1.0,15351.88865908626
223,2016-02-09,0.0,6948.87450014659
224,2016-02-10,0.0,9645.050296638357
225,2016-02-11,1.0,13502.476365685472
226,2016-02-12,2.0,24591.98551817009
227,2016-02-13,2.0,23468.65833745672
228,2016-02-14,2.0,23006.356115539205
229,2016-02-15,1.0,12519.39547852639
230,2016-02-16,0.0,8522.58042981035
231,2016-02-17,0.0,9681.439417787264
232,2016-02-18,1.0,13310.944901465376
233,2016-02-19,2.0,21527.372758391983
234,2016-02-20,1.0,16864.99622566309
235,2016-02-21,1.0,14076.498355885262
236,2016-02-22,1.0,18475.385342234076
237,2016-02-23,1.0,10595.111930051684
238,2016-02-24,1.0,10961.176402213305
239,2016-02-25,1.0,11274.212808948274
240,2016-02-26,1.0,18015.276186722003
241,2016-02-27,3.0,33115.76342991049
242,2016-02-28,1.0,18918.27923894796
243,2016-02-29,1.0,12503.195631084442
244,2016-03-01,1.0,15605.475322801069
245,2016-03-02,1.0,15396.037452706505
246,2016-03-03,1.0,17126.264468662106
247,2016-03-04,2.0,20753.14847472616
248,2016-03-05,2.0,21224.729451188028
249,2016-03-06,1.0,14477.736479929925
250,2016-03-07,2.0,27918.227647791307
251,2016-03-08,1.0,12933.178873005429
252,2016-03-09,2.0,20812.77377156798
253,2016-03-10,1.0,18019.394490345116
254,2016-03-11,2.0,22310.736293608887
255,2016-03-12,2.0,20779.106428252322
256,2016-03-13,2.0,22813.95182816063
257,2016-03-14,2.0,20977.58161943579
258,2016-03-15,1.0,14815.152714135922
259,2016-03-16,1.0,12040.781487213619
260,2016-03-17,2.0,22815.94007142664
261,2016-03-18,2.0,22033.156908472127
262,2016-03-19,3.0,33203.11838130423
263,2016-03-20,3.0,38359.11258135654
264,2016-03-21,2.0,27353.52570639209
265,2016-03-22,1.0,16840.100965219513
266,2016-03-23,2.0,21468.33175534179
267,2016-03-24,4.0,44161.47507886571
268,2016-03-25,2.0,27994.407371051977
269,2016-03-26,1.0,19202.256082897053
270,2016-03-27,1.0,19889.35952393114
271,2016-03-28,3.0,36691.854295807236
272,2016-03-29,1.0,19754.217950068127
273,2016-03-30,1.0,18399.287915752437
274,2016-03-31,3.0,30680.79408827765
275,2016-04-01,1.0,19845.658790669837
276,2016-04-02,2.0,20619.72134717095
277,2016-04-03,2.0,22786.908069644323
278,2016-04-04,3.0,31917.62893784108
279,2016-04-05,1.0,15332.623302161057
280,2016-04-06,2.0,23719.353369803684
281,2016-04-07,2.0,23743.73451262833
282,2016-04-08,2.0,27984.93777273512
283,2016-04-09,3.0,34522.336461271065
284,2016-04-10,2.0,24636.782611758234
285,2016-04-11,3.0,36944.69493157044
286,2016-04-12,2.0,20053.31038540229
287,2016-04-13,2.0,21290.38338359449
288,2016-04-14,1.0,18935.84792850986
289,2016-04-15,2.0,24024.44233693846
290,2016-04-16,3.0,31472.354269128344
291,2016-04-17,3.0,33020.11509359412
292,2016-04-18,3.0,38037.87972109188
293,2016-04-19,1.0,17398.902701235773
294,2016-04-20,2.0,25632.979446358142
295,2016-04-21,2.0,23964.33999568343
296,2016-04-22,3.0,30391.529822107666
297,2016-04-23,3.0,36415.41821410625
298,2016-04-24,2.0,25641.444102826357
299,2016-04-25,2.0,26373.159571653017
300,2016-04-26,2.0,26015.91569998026
301,2016-04-27,2.0,24572.311326924424
302,2016-04-28,3.0,34591.317080274224
303,2016-04-29,3.0,37647.60891088676
304,2016-04-30,3.0,37398.66989473768
305,2016-05-01,2.0,20494.48430486869
306,2016-05-02,4.0,44806.4799471254
307,2016-05-03,1.0,16134.415751442139
308,2016-05-04,2.0,22156.053490224316
309,2016-05-05,3.0,36749.09484445087
310,2016-05-06,2.0,23079.24046263352
311,2016-05-07,2.0,29138.87279047353
312,2016-05-08,3.0,30539.216441965116
313,2016-05-09,4.0,44381.68445115839
314,2016-05-10,2.0,23128.41275088531
315,2016-05-11,2.0,26352.02413615684
316,2016-05-12,2.0,29482.554522013306
317,2016-05-13,3.0,30607.461442436244
318,2016-05-14,2.0,24011.44229371023
319,2016-05-15,4.0,41701.81671040391
320,2016-05-16,3.0,32640.976404454923
321,2016-05-17,2.0,29047.246131137756
322,2016-05-18,2.0,20081.375657443907
323,2016-05-19,4.0,40675.17297414791
324,2016-05-20,2.0,21962.735897340048
325,2016-05-21,3.0,37747.709593520325
326,2016-05-22,3.0,33970.49092599923
327,2016-05-23,2.0,24489.528489187054
328,2016-05-24,1.0,18894.85911439804
329,2016-05-25,2.0,20621.137748439607
330,2016-05-26,4.0,47164.462180398215
331,2016-05-27,1.0,13792.305744531357
332,2016-05-28,1.0,15116.632283012925
333,2016-05-29,4.0,49260.37998385796
334,2016-05-30,4.0,41758.606896866
335,2016-05-31,2.0,28386.36093249795
336,2016-06-01,2.0,29039.02927174068
337,2016-06-02,3.0,37576.828094674216
338,2016-06-03,3.0,31705.037178507228
339,2016-06-04,2.0,26558.95650198623
340,2016-06-05,2.0,20781.238359304753
341,2016-06-06,5.0,59170.41287249734
342,2016-06-07,1.0,19815.344955739365
343,2016-06-08,1.0,19116.880398663736
344,2016-06-09,3.0,33583.552004998586
345,2016-06-10,4.0,40900.12747308997
346,2016-06-11,2.0,28348.131846319826
347,2016-06-12,4.0,40768.4198632126
348,2016-06-13,3.0,30249.235703112892
349,2016-06-14,2.0,20541.821530467554
350,2016-06-15,3.0,34144.73844711568
351,2016-06-16,3.0,33127.56876555082
352,2016-06-17,4.0,46596.977412305634
353,2016-06-18,2.0,28062.494725998564
354,2016-06-19,3.0,36630.72209201356
355,2016-06-20,3.0,32796.95575601754
356,2016-06-21,2.0,28655.60504800503
357,2016-06-22,2.0,20007.362398111112
358,2016-06-23,1.0,14796.335742824089
359,2016-06-24,3.0,38962.588650997925
360,2016-06-25,2.0,23402.680433294085
361,2016-06-26,6.0,63085.079255785604
362,2016-06-27,3.0,34225.58410620247
363,2016-06-28,3.0,34670.94986889849
364,2016-06-29,2.0,20237.308264851355
365,2016-06-30,3.0,35896.266549269385
366,2016-07-01,3.0,33276.384517426886
367,2016-07-02,3.0,35420.18378698172
368,2016-07-03,4.0,42951.07484040766
369,2016-07-04,4.0,47127.81569371267
370,2016-07-05,4.0,41711.67126402919
371,2016-07-06,3.0,36275.05162232439
372,2016-07-07,3.0,31621.4523072908
373,2016-07-08,3.0,37415.63420156754
374,2016-07-09,4.0,43884.85516305048
375,2016-07-10,4.0,47762.203310408586
376,2016-07-11,5.0,50249.683581121935
377,2016-07-12,2.0,29318.518279112763
378,2016-07-13,4.0,41838.69052375256
379,2016-07-14,3.0,38863.263563639026
380,2016-07-15,3.0,39752.10068619585
381,2016-07-16,5.0,55765.12459056277
382,2016-07-17,5.0,54720.71004917371
383,2016-07-18,6.0,65801.24698803102
384,2016-07-19,3.0,33837.04486006006
385,2016-07-20,2.0,29135.98918435823
386,2016-07-21,5.0,51280.03104924243
387,2016-07-22,3.0,33089.840525637606
388,2016-07-23,6.0,65968.69512574945
389,2016-07-24,4.0,48443.958484593575
390,2016-07-25,5.0,59790.77136037836
391,2016-07-26,3.0,32405.405484296236
392,2016-07-27,3.0,35857.733669802925
393,2016-07-28,3.0,39785.55137784386
394,2016-07-29,3.0,37443.90433921855
395,2016-07-30,6.0,60554.66515735416
396,2016-07-31,5.0,50009.79459197348
397,2016-08-01,8.0,88521.30041624818
398,2016-08-02,4.0,46023.500737212555
399,2016-08-03,5.0,50111.32642203855
400,2016-08-04,5.0,56537.498450608255
401,2016-08-05,4.0,43755.222310122525
402,2016-08-06,5.0,56693.17933629307
403,2016-08-07,4.0,49934.0087966217
404,2016-08-08,8.0,83757.13737487659
405,2016-08-09,4.0,41222.67350731771
406,2016-08-10,3.0,36811.82655814691
407,2016-08-11,5.0,50600.723079302705
408,2016-08-12,5.0,52688.543973385305
409,2016-08-13,6.0,66609.72025264622
410,2016-08-14,5.0,58105.25878270164
411,2016-08-15,6.0,69668.52278220604
412,2016-08-16,5.0,58244.11570063199
413,2016-08-17,4.0,41981.85053651184
414,2016-08-18,4.0,48591.875657231685
415,2016-08-19,4.0,43181.092146727184
416,2016-08-20,6.0,69174.37261438633
417,2016-08-21,5.0,59493.187364233534
418,2016-08-22,7.0,78092.05230779441
419,2016-08-23,3.0,38632.44345251667
420,2016-08-24,3.0,36760.99628783586
421,2016-08-25,3.0,35495.87042132875
422,2016-08-26,4.0,48144.31944699635
423,2016-08-27,4.0,46771.68773658387
424,2016-08-28,6.0,63238.50773359512
425,2016-08-29,4.0,45194.47118940294
426,2016-08-30,2.0,27262.49559893367
427,2016-08-31,3.0,33541.22684145355
428,2016-09-01,4.0,48266.04180456776
429,2016-09-02,3.0,39984.69387868113
430,2016-09-03,4.0,43775.32045148864
431,2016-09-04,3.0,37552.678371888374
432,2016-09-05,6.0,61457.08947251186
433,2016-09-06,3.0,32725.00740727894
434,2016-09-07,2.0,21800.11831297668
435,2016-09-08,3.0,33611.0832222916
436,2016-09-09,3.0,33722.17282671518
437,2016-09-10,3.0,35875.23303994795
438,2016-09-11,4.0,43418.18381584308
439,2016-09-12,3.0,33703.04033585939
440,2016-09-13,3.0,39151.65587714378
441,2016-09-14,2.0,22769.312996671808
442,2016-09-15,4.0,40922.64304291537
443,2016-09-16,3.0,36410.60699484591
444,2016-09-17,3.0,32626.47394550345
445,2016-09-18,4.0,42876.36579656299
446,2016-09-19,4.0,43672.92375477353
447,2016-09-20,2.0,24706.90665436836
448,2016-09-21,3.0,30378.36233936085
449,2016-09-22,3.0,38534.356562905996
450,2016-09-23,2.0,27801.240866284556
451,2016-09-24,2.0,28090.683182503035
452,2016-09-25,4.0,45426.74966076138
453,2016-09-26,4.0,45146.70739694174
454,2016-09-27,2.0,25463.925369803004
455,2016-09-28,2.0,27135.11974001847
456,2016-09-29,2.0,24953.03924269102
457,2016-09-30,3.0,39968.94362383777
458,2016-10-01,2.0,23101.49987185349
459,2016-10-02,3.0,38695.496899748556
460,2016-10-03,3.0,37508.27729810653
461,2016-10-04,2.0,28303.524043206824
462,2016-10-05,2.0,25768.74859944754
463,2016-10-06,2.0,28618.70728813277
464,2016-10-07,3.0,35063.15179519128
465,2016-10-08,2.0,20743.304779044676
466,2016-10-09,3.0,31791.70901030212
467,2016-10-10,3.0,34633.138576049074
468,2016-10-11,2.0,21968.209034384694
469,2016-10-12,1.0,19728.54423529435
470,2016-10-13,2.0,26924.033629342066
471,2016-10-14,2.0,26809.416487895105
472,2016-10-15,2.0,21286.525972200798
473,2016-10-16,5.0,52004.52405805955
474,2016-10-17,3.0,34872.3428922505
475,2016-10-18,1.0,19487.214763962707
476,2016-10-19,2.0,21011.810697377616
477,2016-10-20,2.0,25366.3336212226
478,2016-10-21,3.0,30991.312780615208
479,2016-10-22,2.0,25141.48625667069
480,2016-10-23,4.0,41981.96531500905
481,2016-10-24,2.0,27809.747596920482
482,2016-10-25,2.0,28932.978185569664
483,2016-10-26,2.0,20510.07160922027
484,2016-10-27,2.0,20524.182756866445
485,2016-10-28,3.0,35584.79998158858
486,2016-10-29,3.0,37511.44216581378
487,2016-10-30,3.0,38079.93815926813
488,2016-10-31,3.0,30033.421662054432
489,2016-11-01,1.0,19380.12805550083
490,2016-11-02,2.0,24852.636949541844
491,2016-11-03,2.0,20231.224161044283
492,2016-11-04,2.0,24936.4145194318
493,2016-11-05,2.0,23918.39671503864
494,2016-11-06,4.0,43201.149811783755
495,2016-11-07,5.0,52451.43822449823
496,2016-11-08,1.0,14729.92269237214
497,2016-11-09,1.0,12676.412707544969
498,2016-11-10,2.0,24499.005234639717
499,2016-11-11,3.0,30290.63820951328
500,2016-11-12,2.0,25558.67907313568
501,2016-11-13,2.0,29454.683472121487
502,2016-11-14,3.0,30162.20173982173
503,2016-11-15,1.0,10942.461175012202
504,2016-11-16,1.0,18350.377493531316
505,2016-11-17,1.0,19248.238959886337
506,2016-11-18,2.0,27952.424627085922
507,2016-11-19,2.0,23188.116607762284
508,2016-11-20,1.0,15854.258528920776
509,2016-11-21,2.0,25851.780576491925
510,2016-11-22,0.0,8337.831265438685
511,2016-11-23,1.0,10906.345307884732
512,2016-11-24,1.0,15272.130204104342
513,2016-11-25,2.0,21702.85839275601
514,2016-11-26,1.0,14874.323346110643
515,2016-11-27,1.0,15345.340195957484
516,2016-11-28,1.0,13746.310448409014
517,2016-11-29,0.0,8290.724605974292
518,2016-11-30,0.0,8680.132605381854
519,2016-12-01,1.0,18255.662090693833
520,2016-12-02,1.0,19889.133447096196
521,2016-12-03,2.0,27734.002145140297
522,2016-12-04,1.0,15142.260206755813
523,2016-12-05,2.0,23293.063787708274
524,2016-12-06,0.0,9887.119494847002
525,2016-12-07,1.0,13076.613594904065
526,2016-12-08,3.0,32749.329806693007
527,2016-12-09,1.0,12763.634431190425
528,2016-12-10,1.0,12553.820288866267
529,2016-12-11,0.0,4645.846660859345
530,2016-12-12,0.0,7205.1023600436465
531,2016-12-13,0.0,8613.90176733551
532,2016-12-14,0.0,9069.443960135895
533,2016-12-15,0.0,7606.906741891019
534,2016-12-16,1.0,10168.094048241865
535,2016-12-17,1.0,15256.199003975813
536,2016-12-18,1.0,14338.979064633673
537,2016-12-19,1.0,13172.233161607577
538,2016-12-20,1.0,12387.070767385523
539,2016-12-21,1.0,17694.654945854574
540,2016-12-22,2.0,23733.34257960342
541,2016-12-23,2.0,22451.245309500802
542,2016-12-24,2.0,28179.654081340355
543,2016-12-25,1.0,16098.782004273111
544,2016-12-26,2.0,20519.025492624653
545,2016-12-27,3.0,33983.28230361176
546,2016-12-28,3.0,33209.19688374516
547,2016-12-29,2.0,29442.187970909312
548,2016-12-30,6.0,60518.613719957284
549,2016-12-31,1.0,19899.826441029887
550,2017-01-01,2.0,21081.90078095106
551,2017-01-02,3.0,30312.212280737273
552,2017-01-03,1.0,18325.332718257534
553,2017-01-04,1.0,10933.459321124657
554,2017-01-05,1.0,11651.146746848368
555,2017-01-06,1.0,14504.551998159312
556,2017-01-07,1.0,16545.19369512791
557,2017-01-08,1.0,14248.767392564632
558,2017-01-09,1.0,11436.780385164651
559,2017-01-10,0.0,6247.731641561203
560,2017-01-11,0.0,7945.930764189402
561,2017-01-12,1.0,12597.004222871115
562,2017-01-13,1.0,10814.434027898853
563,2017-01-14,1.0,15757.825199901034
564,2017-01-15,1.0,19909.56713576649
565,2017-01-16,3.0,30120.53293351493
566,2017-01-17,0.0,7675.921852506501
567,2017-01-18,2.0,22921.683724985378
568,2017-01-19,2.0,21822.6126300761
569,2017-01-20,1.0,10878.652109336415
570,2017-01-21,1.0,14021.140548169666
571,2017-01-22,1.0,19550.304081167073
572,2017-01-23,1.0,15088.67836596524
573,2017-01-24,0.0,9118.0393205849
574,2017-01-25,1.0,16346.920429896838
575,2017-01-26,1.0,12399.845225214418
576,2017-01-27,1.0,17875.0179158036
577,2017-01-28,1.0,13168.232261554289
578,2017-01-29,1.0,13356.635935432474
579,2017-01-30,1.0,14933.176381804595
580,2017-01-31,0.0,7582.440215327766
581,2017-02-01,0.0,6966.123151257112
582,2017-02-02,2.0,22788.1564038524
583,2017-02-03,0.0,7778.413233551949
584,2017-02-04,2.0,22630.71727600199
585,2017-02-05,2.0,25949.45558774426
586,2017-02-06,1.0,16026.23039408997
587,2017-02-07,0.0,9285.699361058469
588,2017-02-08,1.0,11405.780026675771
589,2017-02-09,2.0,23093.87300332448
590,2017-02-10,2.0,22176.706009779853
591,2017-02-11,2.0,20257.99976504157
592,2017-02-12,3.0,36598.97361212524
593,2017-02-13,3.0,34947.117647305844
594,2017-02-14,1.0,14546.876319334839
595,2017-02-15,2.0,23461.93771845407
596,2017-02-16,2.0,20243.60436041039
597,2017-02-17,2.0,21695.18066992239
598,2017-02-18,2.0,22940.843256845597
599,2017-02-19,3.0,30116.788527739074
600,2017-02-20,2.0,27538.198653631127
601,2017-02-21,1.0,12863.379828562773
602,2017-02-22,2.0,20607.342257172022
603,2017-02-23,1.0,18433.774515141522
604,2017-02-24,1.0,18010.86124367267
605,2017-02-25,3.0,33647.36672981748
606,2017-02-26,3.0,39535.75657857618
607,2017-02-27,2.0,26057.377753523913
608,2017-02-28,1.0,11082.350891620024
609,2017-03-01,1.0,12952.228086725665
610,2017-03-02,2.0,29760.288189155843
611,2017-03-03,2.0,20209.04346698616
612,2017-03-04,1.0,15544.649662293421
613,2017-03-05,3.0,35127.05652844968
614,2017-03-06,2.0,27461.229804214938
615,2017-03-07,1.0,18843.30516292163
616,2017-03-08,1.0,14715.426615889597
617,2017-03-09,1.0,17376.510859346647
618,2017-03-10,2.0,29097.814750967744
619,2017-03-11,2.0,21373.812417932375
620,2017-03-12,2.0,25266.740585870542
621,2017-03-13,3.0,31613.1626227642
622,2017-03-14,1.0,18325.97427385234
623,2017-03-15,1.0,19879.154880525915
624,2017-03-16,2.0,27455.168636288538
625,2017-03-17,2.0,22862.609232282037
626,2017-03-18,2.0,22910.177677665313
627,2017-03-19,3.0,36892.17088674986
628,2017-03-20,3.0,32573.41142547901
629,2017-03-21,1.0,12938.719166474159
630,2017-03-22,1.0,15335.601128274364
631,2017-03-23,2.0,21218.71374931935
632,2017-03-24,2.0,25824.322467525548
633,2017-03-25,2.0,24410.167607520973
634,2017-03-26,3.0,32110.801639000445
635,2017-03-27,2.0,26217.381380478044
636,2017-03-28,1.0,16185.177703157011
637,2017-03-29,2.0,24002.255525037825
638,2017-03-30,3.0,33095.29739410155
639,2017-03-31,3.0,36062.103164335604
